YearCE,MgCaRub,SSTRub,MgCaBull,SSTBull      
1501,4.7606,28.6015,4.7478,26.9511
1502,4.6701,28.6523,4.72,26.8872
1503,4.6534,28.5863,4.7298,26.9099
1504,5.0039,28.7209,4.7626,26.9848
1505,4.6833,28.5472,4.6942,26.8277
1506,4.3296,28.4206,4.6407,26.7031
1507,4.4882,28.6023,4.7257,26.9004
1508,4.5638,28.7214,4.6845,26.8053
1509,4.5861,28.7876,4.6222,26.6595
1510,4.5204,28.8212,4.6876,26.8123
1511,4.4949,28.8698,4.6799,26.7945
1512,4.519,28.7397,4.6291,26.6758
1513,4.7375,28.7493,4.544,26.4742
1514,4.7579,28.8071,4.5924,26.5893
1515,4.6443,28.7876,4.7126,26.8701
1516,4.5084,28.7424,4.6079,26.626
1517,4.4562,28.7236,4.5458,26.4785
1518,4.4713,28.7176,4.523,26.4238
1519,4.2554,28.5262,4.7454,26.9456
1520,4.2815,28.4831,4.7649,26.9901
1521,4.565,28.6331,4.5686,26.5329
1522,4.4364,28.6084,4.4224,26.1794
1523,4.3304,28.3841,4.4043,26.1347
1524,4.28,28.2625,4.5547,26.4998
1525,4.341,28.3241,4.7169,26.8801
1526,4.3272,28.3743,4.7959,27.0606
1527,4.1641,28.3473,4.7307,26.9119
1528,4.16,28.3258,4.5623,26.5178
1529,4.2978,28.3153,4.3016,25.8783
1530,4.2845,28.3108,4.3618,26.0292
1531,4.2025,28.2886,4.5681,26.5317
1532,4.3015,28.3299,4.5219,26.4213
1533,4.4324,28.3901,4.4299,26.1978
1534,4.2559,28.3482,4.4136,26.1578
1535,4.1433,28.3545,4.4247,26.1851
1536,4.3595,28.5158,4.5768,26.5523
1537,4.5106,28.591,4.6992,26.8392
1538,4.5242,28.5662,4.7589,26.9765
1539,4.4919,28.4031,4.6675,26.7656
1540,4.4098,28.1866,4.4123,26.1544
1541,4.2433,28.1365,4.3685,26.0461
1542,4.0289,28.1165,4.4446,26.2337
1543,4.182,28.3299,4.4513,26.2502
1544,4.4287,28.4313,4.4405,26.2237
1545,4.377,28.2281,4.3933,26.1075
1546,4.3004,28.3378,4.355,26.0123
1547,4.1367,28.5757,4.3984,26.1202
1548,4.1012,28.2735,4.4641,26.2813
1549,4.4075,28.299,4.589,26.5813
1550,4.5284,28.2954,4.6131,26.6383
1551,4.405,28.2566,4.5045,26.3793
1552,4.3725,28.3153,4.4344,26.2087
1553,4.403,28.4184,4.3909,26.1017
1554,4.4528,28.5144,4.3475,25.9936
1555,4.5092,28.5175,4.304,25.8844
1556,4.61,28.5467,4.3493,25.9981
1557,4.7066,28.5887,4.3986,26.1206
1558,4.6794,28.6525,4.3768,26.0668
1559,4.6447,28.7456,4.3612,26.0279
1560,4.5841,28.6078,4.3667,26.0414
1561,4.5659,28.5235,4.3367,25.9666
1562,4.6158,28.5775,4.2498,25.7466
1563,4.6032,28.4595,4.2188,25.6671
1564,4.5376,28.2094,4.2351,25.709
1565,4.3446,28.1655,4.1715,25.5446
1566,4.0971,28.1547,4.0738,25.2868
1567,4.2113,28.2392,4.2606,25.7741
1568,4.3795,28.3247,4.4878,26.3389
1569,4.2438,28.2498,4.3629,26.0321
1570,4.1781,28.2141,4.2705,25.7995
1571,4.4403,28.3264,4.3303,25.9505
1572,4.5376,28.3615,4.3755,26.0633
1573,4.3071,28.2212,4.3917,26.1037
1574,4.328,28.1739,4.3223,25.9305
1575,4.6071,28.1576,4.1648,25.527
1576,4.6168,27.988,4.11,25.383
1577,4.4826,28.2265,4.11,25.383
1578,4.3621,28.3292,4.1672,25.5333
1579,4.2448,28.3794,4.2378,25.7159
1580,4.1283,28.1315,4.14,25.4621
1581,4.0756,27.9334,4.0604,25.2511
1582,4.4581,28.1204,4.1419,25.467
1583,4.675,28.3053,4.2187,25.6667
1584,4.4791,28.3341,4.2838,25.8333
1585,4.2141,28.1431,4.2548,25.7593
1586,3.8629,27.8857,4.1081,25.3781
1587,3.7227,27.8851,4.1221,25.415
1588,3.721,27.9192,4.2416,25.7256
1589,4.0164,28.0554,4.2369,25.7135
1590,4.4044,28.425,4.1934,25.6015
1591,4.2045,28.4852,4.16,25.5145
1592,3.9763,28.257,4.1317,25.4403
1593,4.0082,28.1939,4.1534,25.4973
1594,4.0376,28.1056,4.201,25.6211
1595,4.0591,28.1436,4.3313,25.9532
1596,4.0902,28.1806,4.3755,26.0635
1597,4.136,28.2036,4.2887,25.8455
1598,4.2015,28.2946,4.3163,25.9154
1599,4.2827,28.3733,4.4358,26.2122
1600,4.0713,28.0874,4.3576,26.0189
1601,3.7424,28.0049,4.2001,25.6187
1602,4.0332,28.4027,4.1137,25.3927
1603,4.4026,28.6922,4.0455,25.2112
1604,4.395,28.6226,4.2248,25.6823
1605,4.411,28.3508,4.3556,26.0139
1606,4.5276,28.5208,4.2796,25.8224
1607,4.6159,28.7561,4.2338,25.7055
1608,4.6513,28.6716,4.2446,25.7334
1609,4.5624,28.6746,4.2362,25.7119
1610,4.3524,28.65,4.2091,25.642
1611,4.2003,28.385,4.1639,25.5246
1612,4.0773,28.3413,4.1096,25.3819
1613,3.9297,28.4359,4.1313,25.4393
1614,3.7769,28.3738,4.1693,25.5388
1615,4.0661,28.5046,4.2287,25.6925
1616,4.3195,28.5337,4.2838,25.8333
1617,4.3076,28.4652,4.311,25.902
1618,4.3534,28.4626,4.295,25.8616
1619,4.5339,28.5858,4.1782,25.562
1620,4.3928,28.5588,4.3464,25.9909
1621,4.2646,28.5124,4.3687,26.0466
1622,4.182,28.428,4.2952,25.8621
1623,4.1691,28.4144,4.3755,26.0634
1624,3.948,28.3249,4.2883,25.8447
1625,4.0264,28.4455,4.2036,25.6278
1626,4.4853,28.7398,4.1625,25.521
1627,4.4423,28.735,4.0676,25.2703
1628,4.331,28.6432,4.2211,25.673
1629,4.2133,28.5838,4.3702,26.0503
1630,4.1376,28.5713,4.3118,25.9041
1631,4.1848,28.549,4.31,25.8995
1632,4.315,28.5468,4.2882,25.8442
1633,4.4724,28.5589,4.2834,25.8321
1634,4.5427,28.6314,4.3855,26.0883
1635,4.408,28.4609,4.3812,26.0776
1636,4.1428,27.9215,4.2346,25.7076
1637,3.8666,28.1626,3.9986,25.0844
1638,4.2637,28.4392,4.0716,25.281
1639,4.6362,28.6074,4.1118,25.3879
1640,4.6238,28.6377,4.0914,25.3337
1641,3.9977,28.2732,3.989,25.0583
1642,4.1214,28.2514,3.8649,24.7148
1643,4.0782,28.373,3.8898,24.7845
1644,4.0281,28.4784,3.9817,25.0384
1645,4.219,28.6298,4.0255,25.1572
1646,3.949,28.588,3.9579,24.9732
1647,3.826,28.4917,3.9854,25.0485
1648,3.933,28.468,4.0854,25.3178
1649,4.3129,28.632,4.0562,25.2398
1650,4.2181,28.5394,4.0328,25.1768
1651,4.1422,28.5132,4.0748,25.2895
1652,4.2858,28.7016,4.1911,25.5954
1653,4.7125,28.9958,4.0013,25.0917
1654,4.9274,29.1274,4.0141,25.1264
1655,4.8483,28.9631,4.0654,25.2643
1656,4.3339,28.5876,3.9851,25.0475
1657,4.3041,28.5427,4.1783,25.562
1658,4.4511,28.6839,4.179,25.5641
1659,4.6224,28.6151,4.0514,25.227
1660,4.4429,28.5097,4.0587,25.2466
1661,4.3833,28.4904,4.0118,25.12
1662,4.3738,28.2072,4.0333,25.1782
1663,4.3882,28.4187,4.1431,25.4703
1664,4.3404,28.6536,4.1796,25.5656
1665,4.3541,28.65,4.1482,25.4836
1666,4.3782,28.5998,4.11,25.383
1667,4.3755,28.6476,4.11,25.383
1668,4.4576,28.8265,4.0245,25.1546
1669,4.3065,28.5072,3.9679,25.0006
1670,4.1103,28.4991,3.9761,25.023
1671,4.2648,28.7729,4.1294,25.4341
1672,4.1074,28.5006,4.2195,25.6688
1673,4.1042,28.5103,4.1009,25.359
1674,4.3074,28.6037,3.852,24.6783
1675,4.5107,28.6249,4.1074,25.3763
1676,4.4487,28.2992,4.1865,25.5836
1677,4.4326,28.3747,4.1382,25.4573
1678,4.6232,28.5838,3.9834,25.0429
1679,4.567,28.4257,4.2096,25.6434
1680,4.5109,28.4949,4.2429,25.729
1681,4.4379,28.5423,4.1659,25.53
1682,4.3202,28.463,4.0784,25.299
1683,4.2197,28.1365,4.0106,25.1169
1684,4.3608,28.3651,4.0151,25.1291
1685,4.6542,28.7332,4.082,25.3087
1686,4.659,28.7866,4.155,25.5013
1687,4.5503,28.6886,4.2512,25.7501
1688,4.4546,28.5544,4.2419,25.7264
1689,4.4148,28.508,4.0868,25.3216
1690,4.343,28.4745,4.0285,25.1652
1691,4.3132,28.4192,4.0499,25.223
1692,4.2553,28.3181,4.1244,25.4209
1693,4.0937,28.2018,4.2338,25.7057
1694,4.5983,28.4315,4.1711,25.5435
1695,4.6475,28.3891,4.1442,25.4731
1696,4.3682,28.2782,4.1634,25.5232
1697,4.2437,28.2912,4.2291,25.6934
1698,4.2559,28.356,4.1974,25.6118
1699,4.2755,28.3653,4.1734,25.5494
1700,4.2668,28.4975,4.1841,25.5772
1701,4.2087,28.4875,4.2279,25.6904
1702,4.2932,28.3392,4.3244,25.9358
1703,4.3865,28.521,4.4129,26.1559
1704,4.3962,28.5754,4.4494,26.2454
1705,4.4163,28.5618,4.3998,26.1236
1706,4.3919,28.5113,4.3263,25.9406
1707,4.3608,28.3893,4.2476,25.741
1708,4.397,28.2435,4.1965,25.6094
1709,4.671,28.4984,4.311,25.902
1710,4.5807,28.7407,4.314,25.9096
1711,4.2302,28.6889,4.2058,25.6334
1712,4.7667,28.7554,4.2496,25.746
1713,4.7812,28.6898,4.2878,25.8434
1714,4.4929,28.525,4.3272,25.9427
1715,4.0003,28.2669,4.3689,26.047
1716,4.0733,28.3643,4.3178,25.9191
1717,4.2948,28.4103,4.3143,25.9103
1718,4.517,28.4927,4.33,25.9498
1719,4.5385,28.5935,4.33,25.9498
1720,4.3953,28.5866,4.3233,25.9331
1721,4.4146,28.5654,4.2212,25.6732
1722,4.5471,28.6785,4.11,25.3831
1723,4.4965,28.7513,4.3436,25.9839
1724,4.5282,28.8773,4.3432,25.9829
1725,4.5081,28.5513,4.3541,26.01
1726,4.4186,28.5435,4.4415,26.2262
1727,4.7277,28.7393,4.3029,25.8815
1728,4.6536,28.6987,4.3659,26.0396
1729,4.458,28.5467,4.4419,26.2271
1730,4.3677,28.4079,4.3543,26.0107
1731,4.6013,28.703,4.5998,26.6068
1732,4.4828,28.5076,4.6591,26.7462
1733,4.1773,28.2535,4.5685,26.5326
1734,4.17,28.2816,4.4663,26.2867
1735,4.5219,28.0189,4.4071,26.1416
1736,4.4892,28.2419,4.356,26.0148
1737,4.0638,28.2194,4.3158,25.9142
1738,4.6914,28.5583,4.3742,26.0603
1739,5.1482,28.7689,4.422,26.1783
1740,5.315,28.8843,4.4264,26.189
1741,5.0786,28.6622,4.3607,26.0265
1742,4.8422,28.4706,4.3744,26.0608
1743,4.6717,28.6301,4.4207,26.1752
1744,4.5857,28.6278,4.4372,26.2156
1745,4.6323,28.502,4.3058,25.889
1746,4.5913,28.2707,4.2322,25.7016
1747,4.7937,28.1062,4.3413,25.9781
1748,5.1156,28.4088,4.5495,26.4873
1749,4.6568,28.2526,4.3305,25.9512
1750,4.4315,28.1475,4.2239,25.68
1751,4.2925,28.2049,4.215,25.6571
1752,4.184,28.4179,4.3036,25.8833
1753,4.2655,28.5414,4.4277,26.1923
1754,4.3154,28.2765,4.3931,26.107
1755,4.3041,28.0175,4.3549,26.0121
1756,4.182,27.9873,4.5103,26.3933
1757,4.2194,28.2039,4.4361,26.213
1758,4.266,28.2378,4.3901,26.0995
1759,4.2544,28.3037,4.5117,26.3966
1760,4.2428,28.2505,4.4611,26.274
1761,4.2069,28.2702,4.395,26.1118
1762,4.1295,28.2659,4.3545,26.011
1763,4.2612,28.3382,4.2838,25.8333
1764,4.2815,28.4505,4.2983,25.8698
1765,4.105,28.4329,4.4402,26.2229
1766,4.2131,28.2825,4.2676,25.7919
1767,4.3283,28.2036,4.1387,25.4585
1768,4.4265,28.3829,4.0914,25.3336
1769,4.3696,28.5327,4.2016,25.6226
1770,4.2447,28.2314,4.2434,25.7302
1771,4.0526,27.9925,4.2093,25.6426
1772,3.7455,27.9725,4.1553,25.5021
1773,4.0352,28.0737,4.1156,25.3978
1774,4.796,28.3317,4.1053,25.3706
1775,4.5963,28.1994,4.3959,26.114
1776,4.5029,28.1711,4.4038,26.1336
1777,4.4482,28.1859,4.225,25.6831
1778,4.0006,27.9468,4.2791,25.8213
1779,3.9379,27.8458,4.4037,26.1332
1780,4.1048,27.8518,4.5229,26.4235
1781,4.1873,27.8951,4.3201,25.925
1782,4.2336,27.9976,4.2456,25.7358
1783,4.3474,28.0425,4.2577,25.7667
1784,4.871,28.1971,4.3591,26.0225
1785,4.5902,28.0889,4.3055,25.8881
1786,4.0992,27.9867,4.2129,25.6518
1787,4.1308,28.109,4.2264,25.6866
1788,4.1459,28.0358,4.1753,25.5544
1789,4.1702,28.1114,4.1183,25.4049
1790,4.2389,28.205,4.1115,25.387
1791,3.9978,28.0155,4.131,25.4384
1792,3.8206,27.9092,4.166,25.5302
1793,4.0074,27.9209,4.2201,25.6703
1794,4.1405,27.8398,4.2907,25.8507
1795,4.1705,27.8522,4.3309,25.952
1796,4.0214,27.7943,4.3039,25.884
1797,4.0384,27.6855,4.4564,26.2626
1798,4.1171,27.7906,4.5343,26.4509
1799,4.2518,27.9384,4.4397,26.2217
1800,4.1446,27.8797,4.4179,26.1682
1801,4.0637,27.8639,4.3761,26.0649
1802,4.0578,27.8133,4.295,25.8616
1803,4.2132,27.8929,4.5246,26.4277
1804,4.2464,27.8802,4.5329,26.4476
1805,4.123,27.824,4.2558,25.762
1806,4.1632,27.9058,4.2302,25.6962
1807,4.1656,27.8891,4.3955,26.1129
1808,4.1295,27.8283,4.7366,26.9253
1809,4.2489,27.9356,4.5609,26.5144
1810,4.2673,28.0072,4.3888,26.0964
1811,4.205,27.9132,4.2369,25.7136
1812,4.2269,27.8396,4.3518,26.0044
1813,4.2755,27.9376,4.4157,26.1628
1814,4.3136,27.9158,4.4529,26.2541
1815,4.0866,27.8012,4.5813,26.5631
1816,4.2773,28.0413,4.6384,26.6976
1817,4.6302,28.0175,4.6185,26.6509
1818,4.4213,27.9457,4.3955,26.1129
1819,4.4324,27.7768,4.3468,25.992
1820,4.4894,27.9743,4.4144,26.1597
1821,4.2466,27.8027,4.6037,26.6159
1822,4.3935,27.9641,4.6078,26.6257
1823,4.6282,28.0175,4.5335,26.4489
1824,4.5926,27.8175,4.4591,26.2692
1825,4.4913,27.9646,4.2743,25.8091
1826,4.401,27.8584,4.1616,25.5186
1827,4.4048,27.7998,4.3576,26.0188
1828,4.1494,27.72,4.2729,25.8056
1829,3.9978,27.6575,4.2134,25.653
1830,4.2484,27.8169,4.3891,26.0971
1831,4.5183,27.9003,4.4423,26.2281
1832,4.6424,28.0294,4.4204,26.1745
1833,4.4813,27.834,4.3055,25.8882
1834,4.3201,27.8252,4.3543,26.0106
1835,4.3064,27.8489,4.3974,26.1177
1836,4.5283,27.8429,4.3906,26.101
1837,4.579,28.0716,4.4573,26.2648
1838,4.543,27.9172,4.4885,26.3406
1839,4.414,27.7899,4.4615,26.2749
1840,4.2851,27.6734,4.4472,26.2401
1841,4.2423,27.7101,4.3801,26.0749
1842,4.2982,27.7731,4.2517,25.7515
1843,4.3542,27.6688,4.3167,25.9163
1844,4.38,27.7031,4.4219,26.1781
1845,4.3765,27.8069,4.5584,26.5084
1846,4.373,27.7339,4.4975,26.3624
1847,4.3695,27.7202,4.4293,26.1963
1848,4.3661,27.7325,4.3541,26.01
1849,4.3626,27.7346,4.2662,25.7885
1850,4.3591,27.9095,4.3333,25.9581
1851,4.3556,27.6905,4.4973,26.3619
1852,4.3521,27.7781,4.5649,26.524
1853,4.3397,27.9781,4.4371,26.2153
1854,4.322,28.0059,4.2562,25.7629
1855,4.3043,27.7454,4.4319,26.2026
1856,4.2866,27.7646,4.3905,26.1006
1857,4.2858,27.7976,4.2866,25.8404
1858,4.3576,27.9141,4.3745,26.061
1859,4.6155,28.0329,4.3856,26.0885
1860,4.7615,28.0158,4.3576,26.0188
1861,4.2785,27.8719,4.3035,25.8831
1862,4.3061,27.7443,4.361,26.0273
1863,4.3513,27.8995,4.4812,26.3229
1864,3.9864,27.8224,4.6705,26.7725
1865,5.2002,28.2339,4.5755,26.5493
1866,4.4205,27.8445,4.4609,26.2735
1867,4.2727,27.8565,4.3767,26.0665
1868,4.2124,27.8684,4.36,26.0249
1869,4.4779,28.0487,4.3916,26.1034
1870,4.2067,27.862,4.2576,25.7666
1871,4.3187,27.8886,4.2042,25.6293
1872,4.4006,27.9414,4.3503,26.0006
1873,4.2635,27.8456,4.1923,25.5984
1874,4.1434,27.8285,4.2457,25.736
1875,4.1316,27.8753,4.2554,25.761
1876,4.1858,27.843,4.2529,25.7546
1877,4.3959,27.9159,4.4919,26.3488
1878,5.219,28.1814,5.26,28.0646
1879,5.3332,28.1876,4.715,26.8757
1880,5.4474,28.1467,4.17,25.5406
1881,5.0738,28.0477,4.4174,26.167
1882,5.2385,28.1238,4.2923,25.8546
1883,4.3225,27.8255,4.5168,26.409
1884,3.9069,27.6284,4.6137,26.6397
1885,4.4609,27.7973,4.6121,26.6358
1886,4.2508,27.7734,4.6179,26.6495
1887,4.4482,27.8909,4.4034,26.1326
1888,4.6633,27.8808,4.4372,26.2157
1889,4.7068,27.8608,4.5222,26.422
1890,4.3665,27.7766,4.2951,25.8618
1891,4.5318,27.8631,4.3939,26.1089
1892,4.7059,27.9425,4.4373,26.2158
1893,4.5234,27.9373,4.3493,25.998
1894,3.9791,27.7496,4.2093,25.6424
1895,4.0714,27.6792,4.2441,25.732
1896,4.3319,27.8428,4.3252,25.9377
1897,4.5007,27.8824,4.3546,26.0114
1898,4.2505,27.814,4.317,25.9171
1899,4.105,27.7771,4.35,25.9999
1900,4.4559,27.7828,4.3635,26.0337
1901,4.2197,27.7582,4.463,26.2787
1902,4.5486,27.7319,4.3972,26.1171
1903,4.2272,27.6989,4.2751,25.8111
1904,4.1966,27.6454,4.1788,25.5635
1905,4.2517,27.6686,4.1837,25.5763
1906,4.2465,27.7399,4.2216,25.6743
1907,4.0759,27.8254,4.2775,25.8171
1908,3.9914,27.7131,4.2963,25.8648
1909,4.0332,27.6229,4.2486,25.7434
1910,3.9102,27.574,4.0761,25.2929
1911,4.0376,27.6468,4.1239,25.4198
1912,4.2312,27.7458,4.23,25.6958
1913,4.3031,27.7709,4.0779,25.2978
1914,4.5757,27.9216,4.2121,25.6496
1915,4.4767,27.8,4.3593,26.0231
1916,3.8549,27.6167,4.4056,26.1379
1917,3.9697,27.6549,4.1446,25.474
1918,4.0845,27.6876,4.1938,25.6024
1919,4.4059,27.8185,4.2563,25.7632
1920,5.1226,28.0386,4.1872,25.5853
1921,4.602,27.8613,4.2171,25.6627
1922,4.1687,27.7639,4.2431,25.7294
1923,4.0214,27.6707,4.25,25.7471
1924,3.8099,27.6205,4.2123,25.6503
1925,4.3044,27.7269,4.2578,25.767
1926,4.5836,27.8174,4.2367,25.7131
1927,4.1801,27.729,4.2852,25.8369
1928,4.067,27.6794,4.2282,25.6912
1929,4.4281,27.7025,4.3659,26.0394
1930,4.3442,27.73,4.3508,26.002
1931,4.3068,27.738,4.2868,25.8409
1932,4.5211,27.8651,4.1558,25.5034
1933,4.252,27.717,4.3178,25.9191
1934,4.0654,27.6067,4.3033,25.8826
1935,4.4239,27.8629,4.3954,26.1128
1936,4.742,27.8915,4.3531,26.0075
1937,4.2911,27.7795,4.3749,26.0619
1938,4.5285,27.8045,4.3603,26.0257
1939,4.6411,27.7752,4.3495,25.9985
1940,4.8072,27.9675,4.317,25.9172
1941,4.8091,27.9338,4.1418,25.4667
1942,4.7883,27.9842,4.3403,25.9756
1943,4.7676,27.9225,4.166,25.5301
1944,4.4761,27.9302,4.3713,26.053
1945,4.4605,27.7718,4.5474,26.4824
1946,4.5931,27.9363,4.352,26.0048
1947,4.3734,27.9449,4.4617,26.2754
1948,4.3719,28.1315,4.4355,26.2114
1949,4.745,28.3547,4.3328,25.9568
1950,5.6468,28.8115,4.22,25.6701
1951,4.4865,28.332,4.3743,26.0605
1952,4.4981,28.2578,4.3693,26.0481
1953,4.3057,28.0643,4.28,25.8236
1954,4.513,28.1794,4.46,26.2713
1955,4.0259,28.006,4.24,25.7215
1956,4.3852,28.1491,4.34,25.9749
1957,4.2905,28.2786,4.34,25.9749
1958,4.3171,28.2305,4.61,26.6309
1959,4.3077,28.3356,4.28,25.8236
1960,4.7288,28.5701,4.6254,26.6672
1961,4.4731,28.3353,4.1893,25.5906
1962,4.5301,28.4334,4.3261,25.94
1963,4.617,28.4364,4.196,25.6081
1964,4.467,28.3069,4.2528,25.7543
1965,4.5703,28.3632,4.1851,25.5798
1966,4.5562,28.4056,4.2083,25.64
1967,4.4946,28.403,4.3773,26.068
1968,4.4045,28.1666,4.3992,26.1222
1969,4.2401,27.8147,4.5827,26.5663
1970,4.2883,28.1873,4.5459,26.4787
1971,4.2408,28.2283,4.4829,26.3269
1972,4.6444,28.2288,4.5417,26.4686
1973,4.4823,27.9591,4.568,26.5314
1974,4.4556,28.1704,4.4503,26.2476
1975,4.6717,28.1839,4.4679,26.2907
1976,4.6439,28.1715,4.376,26.0647
1977,4.6345,28.0459,4.5267,26.4326
1978,4.6659,28.1534,4.65,26.7248
1979,4.4581,28.2286,4.42,26.1734
1980,5.2817,28.4467,4.603,26.6143
1981,4.9451,28.5894,4.9163,27.3302
1982,4.6438,28.2371,4.6541,26.7343
1983,4.4121,28.1264,4.5758,26.55
1984,4.3504,28.1709,5.0531,27.6284
1985,4.7016,27.987,4.8373,27.1541
1986,4.8788,28.4212,5.0375,27.5948
1987,5.0146,28.5709,5.0887,27.7048
1988,4.9291,27.9836,5.0219,27.5612
1989,4.8118,28.0026,4.8759,27.2405
1990,4.9027,28.2209,4.9521,27.409
1991,5.1815,28.4024,5.0707,27.6661
1992,5.1744,28.4102,5.0794,27.6848
1993,4.9851,28.4706,5.3118,28.1712
1994,5.4187,28.6904,5.3991,28.3484
1995,5.7436,28.7313,5.2682,28.0816
1996,5.2274,28.5483,5.2716,28.0887
1997,5.9449,29.3334,5.0906,27.7088
1998,5.0703,28.8464,5.0291,27.5767
1999,5.3903,29.0669,5.0763,27.6782
2000,5.2362,29.0016,4.8997,27.2933
2001,5.3098,29.1615,5.3113,28.1702
2002,5.9639,29.1629,5.495,28.5396
2003,5.0881,29.1185,5.566,28.6792
2004,5.6091,29.2339,5.4259,28.4021
2005,4.8662,28.9457,5.4171,28.3846
2006,5.1355,29.1327,5.1544,27.8442
2007,5.2686,29.1444,5.0205,27.5581
2008,4.1541,28.2011,4.8866,27.2643
